ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,備註,主建物面積,陽台面積,附屬建物面積,lon,lat,加油站數量(500公尺內),最近加油站距離,廟宇數量(500公尺內),最近廟宇距離,腳踏車站點數量(500公尺內),最近腳踏車距離,公車站點數量(500公尺內),最近公車站點距離,便利商店數量(500公尺內),最近便利商店距離,醫療機構數量(500公尺內),最近醫療機構距離,捷運站點數量(500公尺內),最近捷運站距離,郵局數量(500公尺內),最近郵局距離,火車站點數量(500公尺內),最近火車站點距離,國小數量(500公尺內),最近國小距離,國中數量(500公尺內),最近國中距離,高中數量(500公尺內),最近高中距離,大學數量(500公尺內),最近大學距離,ATM數量(500公尺內),最近ATM距離,金融機構數量(500公尺內),最近金融機構距離
PU-11,新北市,鶯歌區,光復街,0.6320691594938480,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),24.916666666666700,-0.2402256246346270,-0.8193256863726950,0.0,,0.1693102535987930,0.2877863819803960,-0.2868566283357940,121.35072824780300,24.956868588072200,1,353.9506353578780,1,491.2836332290020,5,109.57150748181900,91,71.09625308599350,11,85.7054018069106,29,180.66894393840400,0,7055.028355613830,1,366.26797074104300,0,545.4731787199070,4,447.4054209,0,924.2136592829430,0,2498.8463652558300,0,2488.427928863290,15,82.15037396635530,4,260.8575329016690
PU-12,台北市,松山區,民生東路五段,3.164701889273610,,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),51.75,-0.102336449933771,-0.8193256863726950,0.0,,1.001576473630160,-1.6420771089734700,-0.4384519028208030,121.55962571810000,25.05723655754970,1,492.7814548742280,2,311.4881774870500,9,136.43308865842300,143,144.65323532092100,18,101.26637763334300,44,80.8734050922987,0,809.1460307693720,1,382.53385762723700,0,2055.5180331274200,1,324.9179012,2,334.24228639196600,0,783.7474981585300,0,2947.948862180270,28,48.421948317233900,7,300.599921157367
PU-13,高雄市,岡山區,岡山路,0.9567625820858700,,4,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.833333333333300,1.0421437000833400,-0.8193256863726950,0.0,,0.5331084721441140,0.6597671432783110,-0.4384519028208030,120.29540817206100,22.789721670057700,1,251.78702361124200,1,311.17760337508300,4,110.65968102647500,73,92.17405619202980,5,169.57293470990100,49,76.1191890878561,0,1205.2573779152800,1,286.46274878445700,0,531.9888132796900,1,249.9548098,0,774.5452510657510,0,996.1536759771460,0,5332.094850078030,7,161.31326333142300,2,180.47589496428200
PU-14,新北市,三重區,仁化街,-0.5329096912317680,,2,4,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),41.583333333333300,-1.5507473225206800,-0.8193256863726950,0.0,,-1.4708935342128500,-0.9475992656328660,-0.4384519028208030,121.49255634871200,25.0596499155114,2,217.20851476677100,6,126.93532909526200,12,97.70074507059830,219,86.76485591139860,22,52.67556521474660,39,28.682539186995700,1,116.65812173755500,0,514.3349662424790,0,2861.7325442867900,0,550.7366178,0,554.0841029672530,0,554.1911618798030,0,3065.8888535199500,33,52.67556521474660,11,56.184450596102700
PU-15,台中市,北屯區,軍福十五路,-0.5462723517026160,,10,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.5,-0.1184235203155370,1.46852780414957,2.0,,-0.3121707479285280,-0.1080830520614230,-0.4384519028208030,120.72453018164700,24.174000900773100,1,469.3681397819020,1,461.7751402252220,6,221.24777794354500,55,232.6643071795010,8,93.71786248346230,11,107.76154807750200,0,101243.98021980500,1,401.49941574593100,0,2401.0953565274300,0,526.9790894,0,1354.0853256931300,0,1354.0853256931300,0,1077.715245812900,9,107.7615480782070,2,331.7976461089210
PU-16,高雄市,前鎮區,一心二路,-0.4318485630304760,,5,5,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),41.583333333333300,-0.8101675467315000,-0.8193256863726950,0.0,,-0.1503569213282770,-1.6420771089734700,-0.4384519028208030,120.30902026976000,22.611932345246500,0,551.4923552607880,4,338.5182777321400,8,58.79471890850580,61,24.16111015922710,17,149.8523186451920,46,14.321094247806200,0,508.99262309829000,2,256.057840071365,0,2950.6128145000600,1,413.7024077,0,756.0309421489500,0,888.1144583648570,0,1794.0014485497600,35,61.16304613938540,10,61.16304613938540
PU-17,台北市,信義區,松隆路,0.4559512171730240,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.416666666666700,-0.4355686221275070,0.7671871662717110,1.0,,0.0357855575230612,0.9105982070892910,-0.4384519028208030,121.57269885185000,25.048772598635700,0,617.2042164255150,9,235.11435564955200,13,85.57425720151760,208,107.57341344773200,17,104.0968368162580,36,102.65417074492000,0,526.791016036154,2,187.5965012182020,0,545.8941996871580,1,350.436635,1,149.7477087717870,0,921.6262220263250,0,2824.2580361588400,32,117.53968906175200,10,170.3729348154690
PU-18,台北市,文山區,辛亥路七段,-0.3127862968927350,,2,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.583333333333300,-0.7745461766004450,-0.8193256863726950,0.0,,-0.9727219456760580,-0.0910197143872065,-0.4384519028208030,121.55495417659600,24.981553592731300,0,732.553142249795,2,353.52948989867500,7,168.77588752304300,164,121.747538278352,11,160.24662475784800,11,128.2949791158580,0,1380.6102363008700,1,186.25670875532000,0,7865.182474875970,3,296.0118476,1,205.22021859455800,1,152.86794214627300,0,1359.07852455228,19,162.7957249418110,2,327.48239586907100
PU-19,新竹縣,寶山鄉,館前路,0.4339124408209230,,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29.833333333333300,-0.2626326155235170,0.9371155146562140,1.0,,0.0855744272462157,0.1035023350988600,-0.4384519028208030,120.99200043477900,24.765794772021800,0,635.7863061507830,1,160.08861284786400,0,1257.0646250281500,0,1332.795080455650,4,87.6431370074161,1,310.96475859169800,0,32156.71623678340,1,211.34664870395800,0,3904.9147418382000,0,1449.66365,1,185.2055453845160,0,2774.343418156970,0,2401.506494033120,4,87.6431370074161,1,207.93370725298900
PU-20,新北市,板橋區,新府路,-1.2296426535517300,,6,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.666666666666700,-0.9290969599109880,0.629699684396977,1.0,,-1.2055414898928500,-1.183073325537050,-0.0605312889638079,121.4651370134810,25.01121203694390,2,274.56123218962700,4,304.86308485445500,22,121.01192740028200,246,102.71037256797000,14,124.61043208976800,33,108.30479210759000,2,406.8127760882120,2,124.61043208976800,1,418.4134510613090,0,617.5795014,0,636.1408800283660,0,624.8747679017320,0,1095.1658885670200,59,26.425374550059100,18,26.425374550059100
PU-21,新北市,土城區,慶利街,-1.0635947737080400,其他,7,13,住工用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.916666666666700,-0.842916225722953,-0.8193256863726950,0.0,,-0.5390495747351750,-1.1301769787469800,-0.4384519028208030,121.4347839712520,24.972861698204800,2,76.89975043563660,0,551.7377445776430,4,26.690386594071500,39,32.996981318648100,6,90.30190471840890,0,516.5250236937340,0,682.9152811762680,0,819.2602638796750,0,2268.281700371520,0,777.0640544,1,401.28473526520200,1,401.28473526520200,0,2119.612876436960,4,96.21229092496540,0,541.1476966668920
PU-22,新北市,汐止區,林森街,2.3150674055228300,其他,16,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),29.083333333333300,1.0628270762884600,0.8768681911380730,1.0,,1.2273237352158200,0.7331394952774420,-0.1566128009613490,121.6234881148810,25.042546444654200,0,1422.446438493830,1,217.534485527231,5,398.6429904913480,91,308.5843699780670,5,250.23408987143600,1,390.22137756136300,0,1525.002534228480,0,703.657378826044,0,2053.0707036699200,2,471.6968539,0,1377.5333294395700,0,2237.3231946881300,0,1689.7119610250100,5,250.23408987143600,1,204.0870296442270
PU-23,新北市,板橋區,漢生東路,-0.9001184849981260,,14,29,住家用,鋼骨造,住宅大樓(11層含以上有電梯),14.166666666666700,0.5940038823055530,-0.0778201661494089,1.0,,0.3877023412480840,0.2383027027251680,1.1180685915393600,121.46926022547800,25.011650492067500,0,608.9118879309890,3,350.4024621508060,18,164.18406930379800,176,79.33182930183740,15,57.48433491624260,29,55.93079603699680,1,433.33611548240500,2,73.83263135798960,0,670.1381387799880,1,301.0975628,1,294.637813289651,1,294.637813289651,0,1126.6496318387,41,53.5803337771728,16,181.26321423403500
PU-24,新北市,汐止區,民權街二段,1.610691770487520,其他,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.666666666666700,-0.3534096555349140,-0.8193256863726950,0.0,,0.2264542972583230,0.5693314536049650,-0.4384519028208030,121.62005341754500,25.04729148349000,0,893.6316647891690,3,170.6310614080810,5,121.67442519186400,73,121.13412800363000,4,117.64897054478200,3,482.4429794381320,0,904.2555597446530,0,605.4096982859740,0,1479.5477014455600,1,128.0203509,0,778.8516488172730,0,1615.5211266841900,0,1827.7961938081600,3,159.89200637107500,0,507.6566058553660
PU-25,台北市,士林區,中山北路六段,0.9980522415983120,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.25,-0.2626326155235170,-0.8193256863726950,0.0,,0.2694537756555920,0.7570281680213440,-0.4384519028208030,121.52810974352200,25.103819280649200,1,222.61511412833900,1,435.484345226521,11,220.67172440928600,145,146.4925019991720,14,138.77052121998500,24,35.13225470077210,0,574.2967325078480,2,152.74087816304400,0,6256.015984257020,1,247.7200668,0,802.5355317363100,0,922.2129667864920,0,1682.935711195110,27,111.29187692899600,14,111.29187692899600
PU-26,新竹縣,竹北市,聯發街,-0.2478476123743310,,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.0,-0.4005217902243730,0.6018932273886040,1.0,,-0.7305669883861720,-0.8383939045178810,0.8469052132351900,121.0257026545080,24.829245971826300,0,799.461863956963,0,742.3944171871900,0,3299.1687176078000,9,54.18942515321730,9,57.74020585498400,3,368.8322845542220,0,24969.529622781800,0,977.1007424595840,0,1969.1180297477500,0,589.9491571,0,1102.5250573098600,0,1102.5250573098600,0,4698.806705797400,9,57.740205854277100,0,771.4426112586710
PU-27,新竹縣,竹北市,嘉興路,0.4591957480427440,,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.6666666666666700,0.4411767136787710,1.0591549648596300,1.0,,0.1104688621077930,0.6512354744412030,-0.1822345374940260,121.02718396336700,24.816975847657200,0,547.2644524739140,0,589.3129603860960,0,2764.458885325280,19,110.93060430766100,12,22.360137184669600,29,142.38458955314700,0,25710.319328681600,1,298.95247626021100,0,1605.5391384297400,1,400.5251874,0,648.9780120699660,0,648.9780120699660,0,3854.1722175767100,21,76.10995565862630,8,156.81282321252300
PU-28,桃園市,桃園區,正光二街,-0.0751424358572127,,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.4166666666666700,0.1182862295875990,0.3748071618202220,1.0,,-0.1687448561692140,0.1888190234699410,-0.2270725764262120,121.29643438796800,25.00071073868190,2,211.6030927488090,3,154.0714954832940,4,304.54108322709800,57,211.02616842401000,10,156.7907987953740,14,195.22947587926300,0,8050.346607736490,1,337.79176923014000,0,2169.8220504835,1,123.440814,1,123.44081399156100,0,908.9018858183300,0,2924.3918845328700,13,156.7907987953740,2,217.453489895771
PU-29,台北市,內湖區,內湖路一段,0.0603347531251133,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.916666666666700,-0.7257104272272250,-0.8193256863726950,0.0,,-0.5461218573663050,0.4242930833741260,-0.4384519028208030,121.5700993685140,25.082402923735000,1,160.76770824740000,1,271.78567665344200,6,145.15605444731200,388,71.67203632549610,24,125.32645075372300,33,43.41404979617590,1,291.01925191813900,1,176.46983733507800,0,3747.597745715310,3,263.3350557,0,528.678854478454,0,625.0420766008200,0,653.5569285726000,50,116.30440074106200,22,116.30440074000300
PU-30,新北市,林口區,文化三路二段,0.5937836952311470,,7,19,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.083333333333330,2.107912112875370,0.972645987500247,1.0,,2.0726029552884600,1.637496392010910,-0.1309910644286710,121.37501610087000,25.079187153960000,0,536.7187647480410,0,591.2886112671100,9,141.49392822435500,238,132.1065144240520,12,76.86456809101020,21,77.52528399685410,0,2025.5770508775700,0,567.2772792891060,0,10888.955728317000,1,382.8281756,1,414.7881588307690,0,865.0077478254810,0,2291.320228609810,15,133.63498154836000,1,196.37439339584600
PU-31,台北市,大安區,永康街,1.6561392362256100,,3,4,其他,加強磚造,公寓(5樓含以下無電梯),56.5,0.0286582660320423,-0.8193256863726950,0.0,露台16.12,0.7591386250350250,-1.6420771089734700,3.003401371402220,121.52933218512500,25.03299889141290,1,280.79455469498100,7,173.2031957503850,6,75.70433681353600,137,86.60006512136660,21,14.134368986085100,82,34.941396820912800,2,114.44057781317700,2,125.95637338259000,0,2000.1592876461000,1,177.0983853,1,436.23802220928300,0,555.4949012830780,0,780.7946026769,42,59.41046887688760,21,109.05511298639500
PU-32,新竹市,新竹市,和平路,-0.4375925843479810,,9,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.25,0.6267525612970070,-0.8193256863726950,1.0,,0.295196884432905,0.5846884575117600,0.1529831821418390,120.95597218348000,24.80937877927580,1,388.6159909595690,7,123.75335179795200,2,151.45111244644400,12,116.57741636104500,3,235.62162475252100,10,63.701843132091400,0,31993.064912135700,1,247.78729735850700,0,1791.4608003783700,1,470.7264735,2,194.5704993421330,1,194.5704993421330,0,3893.8372073632300,6,222.37726471481800,2,238.00169108812400
PU-33,台北市,內湖區,成功路三段,0.964741724669182,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),35.083333333333300,-0.0023667982756501,-0.8193256863726950,0.0,,0.453333124064969,0.4481817561180290,-0.2761809047805110,121.58982374859900,25.07974383982360,0,659.689398997884,1,122.30022655732400,8,167.7113033124530,201,12.335127896146300,9,102.7333260507740,51,24.69090858810440,0,507.2528526060400,1,243.83416119320300,0,3389.489401090940,1,411.1476467,5,271.9868384013570,5,237.13797525144600,2,411.14764671240700,20,24.69090858810440,10,24.69090858810440
PU-34,新北市,中和區,連城路,0.3060779245539380,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),39.833333333333300,-0.3626022671816370,-0.8193256863726950,0.0,,0.100567666424211,1.2382142904342400,-0.4384519028208030,121.48438173937400,24.994610990940600,2,201.16717022677400,3,201.16717022677400,3,346.33437367579400,153,120.66764339497100,22,84.33355560738310,21,160.70134035081200,0,1247.2319812945100,0,767.7121623607310,0,3063.0040938416300,0,583.8391263,0,714.3195157923680,0,599.2715117533690,0,2757.20903386016,34,88.6513460234054,10,265.6074574532010
PU-35,新北市,新莊區,後港一路,-0.5713633904284540,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.916666666666700,-0.7394993446973110,-0.8193256863726950,0.0,,-0.7857307929089850,-0.3043114353149110,-0.4384519028208030,121.42842178084700,25.026137611460100,0,585.0760646414420,0,527.917983126519,4,86.44269155200350,178,78.89466612866610,14,35.31115838371130,38,81.80354507258980,0,687.3231477720060,1,286.40296583708600,0,2938.3258903464600,1,482.4820759,0,593.7157880467960,0,1324.7415807919800,0,957.1086153596320,26,31.592954587132800,5,117.24483626586100
PU-36,高雄市,三民區,十全三路,-1.1043797284185200,,9,22,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,-0.7917823234380520,-0.4377593040911290,1.0,,-1.230153033449190,0.0352489844019942,-0.0925584596296551,120.2913145490220,22.64665030189920,2,214.96748952327300,0,651.1944134654240,7,56.53210652896810,40,31.766432095887000,1,41.35418927002230,3,41.125350874457100,0,902.2724120952770,0,608.7581290770590,0,884.1082372367210,0,762.3346366,0,1299.9977424652300,0,1150.5437231022000,0,1969.4199494332000,2,41.35418927002230,0,647.9343965035600
PU-37,台北市,北投區,杏林二路,0.594696970587068,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.166666666666700,-0.3442170438881900,-0.8193256863726950,0.0,,0.371860428154353,-0.2172884131764070,-0.4384519028208030,121.49649963310900,25.142785043423,0,2012.0483401304600,4,248.65678196434600,4,53.52796193771190,127,173.19727629211100,7,180.85609593830600,8,191.48526093235700,0,893.4750362939790,1,191.52987323312500,0,10708.035009081800,0,623.5354787,0,835.4868825062770,0,539.3303001126610,0,2933.6629493843700,9,180.00790231138800,2,357.8817826839250
PU-38,台北市,中山區,安東街,1.0381642565728600,,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),51.416666666666700,-0.0287955567599811,-0.8193256863726950,0.0,,0.1466789491791780,-0.4698258107548090,1.5280163760622000,121.52925753914300,25.04793160928590,1,342.077796098973,6,367.2992898459490,14,75.72478978251690,160,59.99521420583760,27,148.40197789519900,38,113.77768013722800,0,640.0030159411970,0,504.6109388221710,0,1143.2420442010600,6,197.0818709,1,325.8388216628350,0,805.1593560310770,0,763.2657458323100,48,148.40197789519900,19,283.92185106594500
PU-39,新北市,三重區,新興路,-0.4366552754300620,,9,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.3333333333333330,0.1102426943967160,-0.8193256863726950,0.0,,-0.226171791133989,0.0335426506345726,0.3750382320917110,121.49236314728400,25.053466308561300,0,652.5785700701340,3,72.125249376916,12,59.3927948053558,47,14.220898146282700,21,127.23527350788500,15,83.28477419362880,0,669.7281357555880,0,500.77360548856200,0,2338.9950026608000,0,536.9532408,1,166.07834391852,1,166.07834391852,0,2947.6773800023300,21,93.72172430456590,1,270.85580008915200
PU-40,新北市,永和區,仁愛路,1.334065471891360,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),33.083333333333300,1.1708402631374700,-0.8193256863726950,0.0,,2.331165608282570,1.3542449866189200,-0.4384519028208030,121.51444570039800,25.01331569847380,0,1063.6921427456000,2,257.8335610849230,16,32.97214213993200,170,13.36994389923860,25,25.90084154473580,62,26.98845012622600,1,118.87902955877200,1,142.81773057336700,0,2676.2713723846800,2,366.8253016,0,682.6377019450860,0,682.6377019450860,0,1937.7848212047700,40,26.649875543441900,10,77.56850368354350
PU-41,新北市,中和區,民富街,0.1317624993829590,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.0,-1.0675606728397600,-0.8193256863726950,0.0,,-0.7735664667834410,-0.4135167964298950,-0.4384519028208030,121.47661525085900,25.007447059043100,2,212.3432110604280,4,334.3225386093010,10,232.60349134441300,98,31.67653877215960,17,147.24581848122200,26,69.28003933248220,0,768.9278562816050,1,103.9785438779770,0,1546.287356929300,0,613.9412383,0,598.8127829420690,0,598.8127829420690,0,1905.5957505349100,33,103.97854387762500,6,150.75873485772700
PU-42,桃園市,中壢區,環中東路,-0.7354405181883160,,14,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.583333333333300,-0.1103799851246540,0.1585347184217640,1.0,,-0.2210797476395760,0.1871126897025200,0.0889288408101444,121.25617525222400,24.963588730153700,1,262.7751850755550,0,1049.7213970149200,2,200.3956308640400,37,72.0301696708834,13,113.59503770632200,19,86.78731866878580,0,3560.595517522350,1,205.64697960562000,0,1047.075438634200,0,725.6279023,0,1108.2967821876500,0,1588.1474773911300,0,1352.4654462499900,20,45.5483603719543,1,212.0591539258300
PU-43,高雄市,鼓山區,美術東七街,-1.0137491661243300,,7,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.583333333333300,-0.5648397234095600,-0.0191176457983987,1.0,,-0.8089278799390910,-0.8093862304717130,-0.0989638937628244,120.28964689556600,22.662545872076900,0,728.1737727261180,0,556.9734108484660,15,95.74153975736750,54,124.5802995448150,11,140.39758805595200,27,92.28700124689850,0,864.969790590088,1,367.7955200157100,1,454.5124859951430,0,608.9099539,2,476.5277773528310,1,476.5277773528310,0,2871.107270097530,21,132.60835125704800,8,106.74404248654000
PU-44,新竹市,新竹市,中華路二段,-0.512072592979563,,8,18,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.416666666666670,0.3205236858155220,0.4767641708509240,1.0,,0.1257449925910330,-0.5107778211729280,0.7700400036371570,120.97814004723300,24.805754157602100,4,120.9762105954330,8,137.17116367722000,6,43.9742163136697,19,37.1271387773448,11,85.9935468989011,38,37.37776650654370,0,30377.081935355500,1,468.60343478193300,0,666.4492009506800,0,846.7870375,0,979.8873176141840,1,279.6413719628700,0,2156.1101014237500,25,85.9935468989011,4,278.67564238047100
PU-45,新北市,板橋區,金門街,0.0570661886933952,,2,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.666666666666670,-0.572883258600443,0.6034380305557360,1.0,,-0.748389140616619,-0.4049851275927870,-0.4384519028208030,121.42827282040000,24.98318179935420,2,280.6069924503120,1,302.09529153444800,6,129.3096613298770,33,92.15219289115550,11,94.41349908551630,8,129.16283205099800,0,1965.9635907004400,1,350.06872496881100,0,955.5574648345670,1,475.1191659,0,594.6170362182180,0,594.6170362182180,0,2839.506820311670,13,92.61186435608330,1,241.92475716349100
